"","Какими из этих сайтов вы регулярно пользуетесь?","Сколько лет вы одновременно совмещали учебу в ВУЗе и работу в IT сфере?","В каком возрасте написали первую программу?","Работает/работал ли кто-нибудь из ваших родителей в IT секторе? (Или имеет техническое образование)","Сколько часов в месяц вы тратите на самообразование?"
"","StackOverflow, HabraHabr","2.5","14","no","10"
"","GitHub, StackOverflow, HabraHabr","0","10","yes","20"
"","HabraHabr","0.5","16","no","8"
"","StackOverflow","2","15","yes",""
"","HabraHabr","0.25","18","no","30"
"","StackOverflow, HabraHabr","2","15","yes","5"
"","GitHub, StackOverflow, HabraHabr","6","60","yes","168"
"","HabraHabr","0","14","no","60"
"","GitHub, StackOverflow, HabraHabr","2","14","yes","8"
"","","4.5","12","no","60"
"","","0","24","no","120"
"","","4","17","yes","2000"
"","HabraHabr","5","20","no","20"
"","GitHub, StackOverflow","4","13","yes","60"
"","","0","12","no",""
"","HabraHabr","0","60","yes","15"
"","","0","","yes","0"
"","","0","15","no","12"
"","","0","12","no","14"
"","GitHub, StackOverflow, HabraHabr","2","16","no","40"
"","HabraHabr","0.5","14","no","10"
"","","0","22","no","10"
"","StackOverflow, HabraHabr","1.5","15","no","40"
"","","0","17","yes","40"
"","StackOverflow","1.5","13","yes","2"
"","StackOverflow, HabraHabr","0","16","no","100"
"","StackOverflow, HabraHabr","1","21","no","20"
"","HabraHabr","0","14","no","40"
"","StackOverflow","1","16","yes","46"
"","","2","16","yes",""
"","HabraHabr","1.25","0","no","50"
"","StackOverflow, HabraHabr","0","26","yes","10"
"","GitHub, StackOverflow, HabraHabr","0","18","no","30"
"","StackOverflow, HabraHabr","0","15","no","32"
"","GitHub, StackOverflow, HabraHabr","1","20","no","90"
"","","2","18","yes","0"
"","GitHub, StackOverflow, HabraHabr","3","18","no","3"
"","GitHub, StackOverflow, HabraHabr","2","21","no","5"
"","GitHub, StackOverflow, HabraHabr","3","20","yes",""
"","GitHub, StackOverflow","2.5","19","yes","3"
"","GitHub","1","21","no","1"
"","","0","20","no","2"
"","GitHub, HabraHabr","0","21","no","30"
"","StackOverflow, HabraHabr","3","20","no","5"
"","","0.25","15","no","10"
"","GitHub, StackOverflow, HabraHabr","0.25","15","no",""
"","","0","","",""
"","StackOverflow","0","15","no","10"
"","HabraHabr","1","18","no","10"
"","StackOverflow, HabraHabr","3","10","yes","60"
"","StackOverflow, HabraHabr","0","14","yes","20"
"","GitHub","4.5","19","no",""
"","","0","","no","10"
"","StackOverflow, HabraHabr","1","10","no","10"
"","GitHub, StackOverflow, HabraHabr","1","15","no","30"
"","GitHub, StackOverflow, HabraHabr","1","","no","20"
"","StackOverflow, HabraHabr","0","1","no","1"
"","StackOverflow, HabraHabr","0","14","no","1"
"","","1","1","no","5"
"","GitHub, StackOverflow, HabraHabr","0","16","no","36"
"","StackOverflow, HabraHabr","0","22","yes","8"
"","GitHub, HabraHabr","6","16","no","30"
"","HabraHabr","1","20","no","90"
"","","3","15","no","20"
"","","1.25","14","yes","10"
"","GitHub, StackOverflow, HabraHabr","1.5","12","yes","0"
"","GitHub, StackOverflow","0.5","10","yes","300"
"","","1","16","no",""
"","HabraHabr","1","16","no","40"
"","GitHub, HabraHabr","1.75","14","no","90"
"","GitHub, StackOverflow, HabraHabr","0.25","15","yes","120"
"","StackOverflow, HabraHabr","0.5","17","no","32"
"","HabraHabr","0","","no","0"
"","StackOverflow, HabraHabr","2","19","no","100"
"","StackOverflow, HabraHabr","1","17","no","10"
"","StackOverflow, HabraHabr","2","17","no","30"
"","StackOverflow, HabraHabr","0","15","no","50"
"","HabraHabr","2","13","yes","5"
"","GitHub, StackOverflow, HabraHabr","1","16","no","40"
"","StackOverflow","0","15","no","20"
"","StackOverflow","2","15","no","20"
"","StackOverflow, HabraHabr","1","21","no","50"
"","StackOverflow, HabraHabr","3.5","15","no","30"
"","GitHub, StackOverflow, HabraHabr","4","17","no","20"
"","StackOverflow, HabraHabr","4","13","no","3"
"","GitHub, StackOverflow","6","12","no","80"
"","GitHub, StackOverflow, HabraHabr","1.5","14","no","40"
"","","0","15","yes",""
"","StackOverflow, HabraHabr","0.5","12","no","20"
"","HabraHabr","1.5","19","no","10"
"","GitHub, StackOverflow","1","16","no","10"
"","HabraHabr","0","16","no",""
"","","1.25","14","yes","10"
"","GitHub","0","15","no","2"
"","","2","18","no","10"
"","HabraHabr","6","16","no","120"
"","StackOverflow, HabraHabr","0","9","yes","100"
"","","1","23","no","1"
"","GitHub, HabraHabr","4","17","no","10"
"","StackOverflow, HabraHabr","2","18","no","16"
"","GitHub, StackOverflow","2","0","no","20"
"","GitHub, HabraHabr","0.5","10","yes","108"
"","HabraHabr","1","","yes","45"
"","StackOverflow","0","","",""
"","","2","14","no","50"
"","HabraHabr","1.5","18","no","15"
"","","3","15","no","100"
"","GitHub, HabraHabr","0","12","yes","10"
"","HabraHabr","0.5","7","no","6"
"","","0","0","no","5"
"","","3","13","yes","35"
"","StackOverflow, HabraHabr","1","15","yes","0"
"","StackOverflow, HabraHabr","0.25","19","no","5"
"","HabraHabr","0","25","no","168"
"","GitHub, StackOverflow, HabraHabr","4.5","8","yes","30"
"","","2","15","yes","30"
"","GitHub, StackOverflow, HabraHabr","1.5","10","yes","30"
"","HabraHabr","0","12","no","20"
"","StackOverflow, HabraHabr","0","18","no","12"
"","","0","12","no","18"
"","","0","18","no",""
"","StackOverflow","0","15","yes","10"
"","StackOverflow, HabraHabr","1","14","no","20"
"","","0","22","no","50"
"","GitHub, StackOverflow","0","9","yes","60"
"","GitHub, StackOverflow, HabraHabr","0","15","yes","8"
"","GitHub, StackOverflow, HabraHabr","0","16","no","96"
"","StackOverflow","0","25","","25"
"","StackOverflow, HabraHabr","2.5","14","yes","70"
"","GitHub","4","14","no",""
"","HabraHabr","2","15","yes","10"
"","HabraHabr","5","14","no","40"
"","HabraHabr","2","18","no","22"
"","","0","","no","8"
"","","0","20","no","10"
"","StackOverflow, HabraHabr","0","12","no","30"
"","StackOverflow, HabraHabr","1","15","yes","10"
"","","1.5","14","no","0"
"","StackOverflow, HabraHabr","2","14","no","4"
"","","2","18","no","20"
"","GitHub, StackOverflow, HabraHabr","2.5","15","no","50"
"","GitHub, StackOverflow, HabraHabr","0","","yes","30"
"","","0","17","",""
"","HabraHabr","3","19","no","8"
"","StackOverflow, HabraHabr","0.5","17","yes","45"
"","","2.5","","no","5"
"","HabraHabr","1","17","yes","100"
"","GitHub, StackOverflow, HabraHabr","0","15","no","3"
"","","5","12","no","30"
"","","0","0","no","12"
"","StackOverflow","0","15","no","20"
"","HabraHabr","0","","",""
"","","5","14","yes","50"
"","StackOverflow","0.75","14","no","60"
"","GitHub, StackOverflow, HabraHabr","0","17","no","40"
"","StackOverflow, HabraHabr","0.25","17","yes","10"
"","","1","16","no","20"
"","StackOverflow, HabraHabr","2","17","","150"
"","GitHub, StackOverflow, HabraHabr","1","12","no","64"
"","GitHub, StackOverflow, HabraHabr","0","22","no","30"
"","","0","","",""
"","GitHub, StackOverflow","3","10","yes","30"
"","GitHub, StackOverflow, HabraHabr","3","14","no","50"
"","GitHub, StackOverflow, HabraHabr","1","17","yes","30"
"","","0","7","","20"
"","GitHub, StackOverflow, HabraHabr","1","18","no","20"
"","HabraHabr","1","18","no","20"
"","","1","18","yes","2"
"","GitHub, StackOverflow, HabraHabr","2","15","yes","20"
"","","3","9","no","40"
"","StackOverflow, HabraHabr","0","16","no","60"
"","","0","12","yes","10"
"","","6","48","no","0"
"","","0.5","59","no","0"
"","HabraHabr","2","14","no","16"
"","","1","15","no","6"
"","","0.75","20","no","3"
"","GitHub, StackOverflow, HabraHabr","0","25","no","90"
"","StackOverflow, HabraHabr","2","12","yes","40"
"","HabraHabr","3","10","no","10"
"","GitHub, StackOverflow, HabraHabr","4","16","no","10"
"","StackOverflow, HabraHabr","0.25","14","no","2"
"","StackOverflow","0","14","no","60"
"","","0.5","","no","6"
"","StackOverflow","1","20","no","14"
"","","3","16","yes","16"
"","GitHub, StackOverflow, HabraHabr","3.5","14","no","6"
"","StackOverflow, HabraHabr","0.25","15","yes","40"
"","","1","16","no","12"
"","StackOverflow, HabraHabr","1.5","15","no","30"
"","StackOverflow","1.25","14","no","60"
"","GitHub, StackOverflow","0","14","no","14"
"","GitHub, StackOverflow","0","23","no","40"
"","","6","25","no","240"
"","GitHub, HabraHabr","1.5","11","yes",""
"","GitHub, StackOverflow, HabraHabr","2","16","yes","40"
"","HabraHabr","0.5","13","no","20"
"","","0","31","yes","40"
"","GitHub, StackOverflow, HabraHabr","0","17","no",""
"","GitHub, StackOverflow, HabraHabr","1","12","no","20"
"","","0","20","no","40"
"","GitHub, StackOverflow, HabraHabr","2.5","12","no","168"
"","GitHub, StackOverflow, HabraHabr","1.5","16","no","16"
"","","0","21","no","30"
"","HabraHabr","1","16","no",""
"","HabraHabr","2","16","no","20"
"","HabraHabr","0.5","","no","120"
"","HabraHabr","1.5","","yes","12"
"","StackOverflow, HabraHabr","1.5","14","no","4"
"","GitHub, HabraHabr","1","11","no","40"
"","HabraHabr","2","19","no","40"
"","GitHub, StackOverflow, HabraHabr","2","11","yes","40"
"","HabraHabr","3","15","no","16"
"","HabraHabr","1","18","no","20"
"","HabraHabr","2","14","no","0"
"","GitHub, StackOverflow, HabraHabr","3","17","yes","10"
"","StackOverflow, HabraHabr","1","14","no","10"
"","GitHub, StackOverflow, HabraHabr","1","9","yes","50"
"","GitHub, StackOverflow, HabraHabr","0.5","14","no","60"
"","GitHub, StackOverflow","2","17","no","40"
"","","4","","no","120"
"","StackOverflow, HabraHabr","0","14","yes","5"
"","","0","15","yes","16"
"","GitHub, StackOverflow","0","13","no","60"
"","GitHub, StackOverflow, HabraHabr","2","20","no","20"
"","GitHub, StackOverflow, HabraHabr","3","14","no","20"
"","StackOverflow","2","17","yes","30"
"","GitHub, StackOverflow, HabraHabr","2.5","8","yes","20"
"","StackOverflow, HabraHabr","0","17","no","40"
"","","0.5","13","yes","300"
"","","0.25","20","no",""
"","StackOverflow, HabraHabr","2","16","no","2"
"","GitHub, StackOverflow, HabraHabr","1","20","no","1"
"","StackOverflow, HabraHabr","1","13","no","0"
"","StackOverflow, HabraHabr","0.5","15","no","100"
"","StackOverflow, HabraHabr","5","17","no","15"
"","StackOverflow","0","15","no","20"
"","StackOverflow, HabraHabr","2","14","no","50"
"","HabraHabr","0","14","no","20"
"","GitHub, StackOverflow, HabraHabr","3","6","no","20"
"","HabraHabr","2","15","no","40"
"","StackOverflow, HabraHabr","0","","no","40"
"","HabraHabr","1.5","20","no","24"
"","StackOverflow","0","16","yes","5"
"","","0","7","no","8"
"","StackOverflow, HabraHabr","2","13","no","10"
"","StackOverflow","0.5","17","yes","1"
"","","1","17","no","20"
"","","0","18","yes","25"
"","","0","","",""
"","StackOverflow","0.75","16","no","30"
"","HabraHabr","0.5","16","no","40"
"","HabraHabr","3","19","no","30"
"","GitHub, HabraHabr","0","","no","40"
"","GitHub, StackOverflow, HabraHabr","5","","no","20"
"","GitHub, StackOverflow, HabraHabr","1.5","18","yes","40"
"","StackOverflow, HabraHabr","0","13","yes","45"
"","HabraHabr","0","20","no","4"
"","HabraHabr","0.75","15","no","14"
"","GitHub, HabraHabr","0","20","no","30"
"","StackOverflow","0","14","yes","12"
"","GitHub, StackOverflow, HabraHabr","3","12","yes","40"
"","StackOverflow, HabraHabr","0.5","16","no","90"
"","StackOverflow","1","16","no","30"
"","HabraHabr","1.5","14","no","20"
"","HabraHabr","1","0","no","40"
"","StackOverflow, HabraHabr","0.5","13","yes","25"
"","GitHub, StackOverflow","1","15","yes","8"
"","GitHub, StackOverflow, HabraHabr","1","","no","120"
"","GitHub, StackOverflow, HabraHabr","1","27","yes","120"
"","HabraHabr","0","","no","5"
"","HabraHabr","2","","no",""
"","GitHub, StackOverflow, HabraHabr","0","17","no","20"
"","StackOverflow, HabraHabr","0","14","no","24"
"","GitHub, StackOverflow, HabraHabr","2.5","14","no","40"
"","","0.75","10","no","40"
"","StackOverflow, HabraHabr","1.75","13","no","40"
"","GitHub, HabraHabr","2","14","no","10"
"","","0","16","no","30"
"","GitHub, StackOverflow, HabraHabr","1","19","no","100"
"","HabraHabr","0","15","no","16"
"","HabraHabr","0","21","",""
"","GitHub, StackOverflow, HabraHabr","1.5","18","yes","50"
"","StackOverflow, HabraHabr","1.5","19","no","40"
"","","0","","no","8"
"","","0","13","yes","10"
"","StackOverflow, HabraHabr","4","16","no","50"
"","GitHub, StackOverflow, HabraHabr","0","16","no","30"
"","","3","14","yes","2"
"","HabraHabr","0","20","no","20"
"","StackOverflow, HabraHabr","1.5","12","no","60"
"","","0","16","yes","20"
"","HabraHabr","1.5","15","no","100"
"","HabraHabr","2","20","no","168"
"","StackOverflow, HabraHabr","0","","yes",""
"","GitHub, StackOverflow, HabraHabr","2","12","yes","60"
"","HabraHabr","2","17","no","30"
"","HabraHabr","0","23","no","8"
"","GitHub, StackOverflow, HabraHabr","2","15","yes","25"
"","StackOverflow, HabraHabr","0","19","no","38"
"","","0","18","no","1"
"","","0.75","18","no","40"
"","","2","18","no","2"
"","HabraHabr","3","17","no","50"
"","GitHub, HabraHabr","0","25","yes","36"
"","HabraHabr","0","0","no","26"
"","StackOverflow, HabraHabr","0","14","yes","3"
"","","0","16","no","20"
"","StackOverflow, HabraHabr","1.5","17","no","10"
"","StackOverflow","3","10","yes","2"
"","","2","14","no","50"
"","HabraHabr","2","15","yes","1"
"","GitHub, StackOverflow, HabraHabr","5","17","no","20"
"","StackOverflow","0","18","no","20"
"","HabraHabr","0","14","no","10"
"","GitHub, HabraHabr","2","19","no","44"
"","","0","25","no","1"
"","GitHub, StackOverflow","0","21","no","0"
"","StackOverflow","0","12","no","10"
"","GitHub, StackOverflow, HabraHabr","1.5","14","yes","30"
"","StackOverflow, HabraHabr","0","27","no","100"
"","GitHub, StackOverflow, HabraHabr","1.5","14","yes","6"
"","","0","22","no","20"
"","GitHub, StackOverflow, HabraHabr","0","10","yes","20"
"","HabraHabr","0","0","no","30"
"","","0","","","20"
"","","0","17","yes",""
"","StackOverflow, HabraHabr","0.25","17","no","20"
"","StackOverflow, HabraHabr","1","15","no","40"
"","HabraHabr","2.5","16","no","60"
"","StackOverflow, HabraHabr","0.5","13","no","20"
"","","1","14","yes","40"
"","StackOverflow","0","12","no","20"
"","StackOverflow, HabraHabr","0.75","16","no","40"
"","","0","18","no","30"
"","GitHub, StackOverflow, HabraHabr","4","8","no","40"
"","GitHub, StackOverflow, HabraHabr","5","14","yes","120"
"","HabraHabr","2","12","no","3"
"","GitHub, HabraHabr","3.5","10","yes","70"
"","","0","26","no",""
"","HabraHabr","2","18","no","30"
"","GitHub, StackOverflow, HabraHabr","1","15","yes","70"
"","GitHub, StackOverflow, HabraHabr","5","14","yes","50"
"","StackOverflow","0","16","no","30"
"","StackOverflow","0","16","no","40"
"","GitHub, StackOverflow, HabraHabr","0.25","14","no","80"
"","","0","14","no","30"
"","HabraHabr","0","0","no","40"
"","HabraHabr","1","16","yes","10"
"","StackOverflow, HabraHabr","3","11","no","10"
"","StackOverflow, HabraHabr","0.5","13","no","60"
"","GitHub, StackOverflow, HabraHabr","6","7","no","2"
"","","4","17","no","40"
"","GitHub, StackOverflow, HabraHabr","2.5","16","no","20"
"","StackOverflow, HabraHabr","0","12","yes","20"
"","","0.5","","no",""
"","StackOverflow","2","14","no","30"
"","StackOverflow, HabraHabr","2","16","no","5"
"","StackOverflow","0","18","no","20"
"","HabraHabr","0","21","no",""
"","","0","17","no",""
"","GitHub, StackOverflow, HabraHabr","2","14","no","90"
"","","2","16","yes","16"
"","","2","15","no","50"
"","GitHub","1","18","yes","30"
"","GitHub, StackOverflow","0.5","11","yes","40"
"","StackOverflow, HabraHabr","1","12","no","3"
"","","1","16","yes",""
"","HabraHabr","2","21","no",""
"","HabraHabr","1.5","19","yes","2"
"","StackOverflow","3","14","yes",""
"","","0","0","no","35"
"","GitHub, StackOverflow","1","21","no","48"
"","GitHub, StackOverflow, HabraHabr","1","14","no","10"
"","GitHub, StackOverflow, HabraHabr","1","15","yes","90"
"","GitHub, StackOverflow, HabraHabr","2","11","no","16"
"","GitHub, StackOverflow, HabraHabr","0.25","14","yes","40"
"","HabraHabr","2","27","no","30"
"","GitHub, StackOverflow","4","8","no","80"
"","GitHub, StackOverflow, HabraHabr","3","15","no","50"
"","GitHub, StackOverflow, HabraHabr","3","18","no","30"
"","GitHub, StackOverflow, HabraHabr","0","16","no","12"
"","StackOverflow, HabraHabr","0.5","18","no","30"
"","GitHub, StackOverflow, HabraHabr","2.5","14","yes","100"
"","GitHub, StackOverflow, HabraHabr","1","17","no","30"
"","StackOverflow, HabraHabr","0","11","no",""
"","HabraHabr","3","13","no","20"
"","GitHub, StackOverflow","3","11","no","25"
"","HabraHabr","0","19","yes","16"
"","StackOverflow, HabraHabr","0","15","no","20"
"","HabraHabr","3","15","no","20"
"","HabraHabr","2","19","no","20"
"","","1","14","yes","15"
"","HabraHabr","2","16","yes","10"
"","","2","18","no",""
"","StackOverflow","0","14","no","10"
"","","1","18","no",""
"","HabraHabr","0","26","yes","8"
"","HabraHabr","0","","",""
"","StackOverflow, HabraHabr","0.25","15","no","10"
"","GitHub, StackOverflow, HabraHabr","0.5","18","yes","20"
"","HabraHabr","1.25","15","yes","20"
"","","0","","",""
"","","0.25","12","no","16"
"","","3","16","no","50"
"","","0","15","no","20"
"","","0.25","15","yes","20"
"","GitHub, StackOverflow, HabraHabr","0","11","yes","30"
"","GitHub, StackOverflow, HabraHabr","1","16","no","18"
"","GitHub, HabraHabr","0","13","no","15"
"","","1.75","10","no","30"
"","HabraHabr","0.5","13","yes","40"
"","StackOverflow, HabraHabr","4","","yes","30"
"","GitHub, StackOverflow, HabraHabr","1","12","no","12"
"","StackOverflow","0","20","no","10"
"","HabraHabr","2","15","yes","8"
"","GitHub, StackOverflow","1","14","no","5"
"","","1.5","19","no","10"
"","StackOverflow","0.25","21","no","1"
"","GitHub, HabraHabr","1","16","no",""
"","StackOverflow","1","11","no","20"
"","StackOverflow","1","21","yes","8"
"","","0","14","no","20"
"","GitHub, StackOverflow, HabraHabr","1.5","1","no","20"
"","StackOverflow, HabraHabr","1","18","yes","8"
"","GitHub, StackOverflow, HabraHabr","1","16","no","50"
"","GitHub, StackOverflow, HabraHabr","0","19","no","20"
"","StackOverflow, HabraHabr","0","15","no","20"
"","","0","15","no","5"
"","HabraHabr","2","0","no","12"
"","","0","","no","10"
"","HabraHabr","1","17","no","40"
"","StackOverflow, HabraHabr","1","15","no","40"
"","HabraHabr","1","18","no","15"
"","GitHub, StackOverflow, HabraHabr","3","16","no","80"
"","GitHub, StackOverflow","6","16","yes","46"
"","HabraHabr","0","15","no","30"
"","GitHub, StackOverflow, HabraHabr","0","20","no","30"
"","StackOverflow, HabraHabr","0","13","no","20"
"","StackOverflow","4","16","yes","40"
"","StackOverflow, HabraHabr","2.5","15","no","30"
"","GitHub, HabraHabr","2","13","yes","40"
"","StackOverflow, HabraHabr","1.25","21","no","12"
"","","3.5","17","yes",""
"","","2","14","no","100"
"","","1","10","no","15"
"","","0","1","no","5"
"","HabraHabr","0","16","no","30"
"","StackOverflow","4.5","15","no","0"
"","GitHub, StackOverflow, HabraHabr","2","12","yes","30"
"","GitHub, StackOverflow, HabraHabr","3","13","yes","30"
"","StackOverflow","0","","no","2"
"","","0","25","no","2"
"","HabraHabr","0","16","no","10"
"","","0.5","14","no","44"
"","GitHub, StackOverflow, HabraHabr","1.5","15","no","30"
"","HabraHabr","0","23","no","200"
"","StackOverflow, HabraHabr","0","16","yes","60"
"","","0","18","no",""
"","HabraHabr","2","17","no","50"
"","HabraHabr","0","25","no","10"
"","","0","27","yes","60"
"","","1","12","no","40"
"","HabraHabr","2.5","17","yes","300"
"","GitHub","0","22","yes","100"
"","GitHub, StackOverflow, HabraHabr","3","18","no","70"
"","StackOverflow, HabraHabr","3","16","no","20"
"","","0","24","no","20"
"","GitHub, HabraHabr","0.25","16","no","30"
"","GitHub, StackOverflow","6","13","no","50"
"","","0","16","yes","30"
"","","1","11","no","10"
"","","0","15","yes","18"
"","StackOverflow","0","9","no","20"
"","","1","20","no","40"
"","","0","17","yes","40"
"","StackOverflow","2","15","yes","20"
"","GitHub, StackOverflow, HabraHabr","1","15","no","40"
"","StackOverflow, HabraHabr","1","22","no","8"
"","GitHub, StackOverflow, HabraHabr","0","13","yes","40"
"","GitHub, StackOverflow, HabraHabr","0","15","no","30"
"","GitHub","1","10","yes","10"
"","GitHub, StackOverflow, HabraHabr","0","24","no","2"
"","HabraHabr","2","19","no","25"
"","StackOverflow, HabraHabr","1","1","yes","20"
"","GitHub, StackOverflow, HabraHabr","1","12","no","12"
"","","1","16","no","10"
"","","0","16","no","100"
"","GitHub, StackOverflow, HabraHabr","0","15","yes","8"
"","GitHub, StackOverflow, HabraHabr","1","12","yes","40"
"","HabraHabr","0","24","no","10"
"","GitHub, StackOverflow, HabraHabr","0","14","no","48"
"","HabraHabr","0","27","no","100"
"","StackOverflow, HabraHabr","1","10","no","20"
"","GitHub, StackOverflow, HabraHabr","6","7","yes","10"
"","GitHub, StackOverflow, HabraHabr","0","25","no","3"
"","","1.25","13","no","20"
"","GitHub, StackOverflow","0.5","17","no","90"
"","StackOverflow, HabraHabr","2","18","no","40"
"","StackOverflow, HabraHabr","1.5","18","no","30"
"","","2","16","no","20"
"","StackOverflow, HabraHabr","3","20","yes","14"
"","HabraHabr","0","20","no","20"
"","GitHub, StackOverflow, HabraHabr","0","23","no","20"
"","StackOverflow, HabraHabr","2","14","no","6"
"","GitHub, StackOverflow, HabraHabr","0","15","no","25"
"","HabraHabr","1","16","no","10"
"","HabraHabr","1","14","no","35"
"","","1.75","15","yes","32"
"","HabraHabr","4","0","no","20"
"","HabraHabr","0","0","no","8"
"","GitHub, StackOverflow, HabraHabr","0","12","no","50"
"","","1.5","18","no","20"
"","StackOverflow","2","16","yes","20"
"","StackOverflow, HabraHabr","0","21","no","20"
"","GitHub, StackOverflow, HabraHabr","2","16","no","30"
"","","1","16","no","2"
"","HabraHabr","1","16","no","14"
"","GitHub, StackOverflow, HabraHabr","0","15","no","100"
"","GitHub, StackOverflow, HabraHabr","0","","yes","40"
"","StackOverflow, HabraHabr","0","30","yes","40"
"","HabraHabr","0","15","no","20"
"","GitHub","0","15","no","40"
"","GitHub, StackOverflow, HabraHabr","1","10","no","168"
"","HabraHabr","0","15","no","4"
"","","1.75","9","no","40"
"","","1.75","","no","9"
"","GitHub, StackOverflow, HabraHabr","1.25","10","yes","40"
"","HabraHabr","4","16","no","24"
"","HabraHabr","2","15","no","30"
"","GitHub, StackOverflow, HabraHabr","1","19","no","100"
"","HabraHabr","0","15","yes","16"
"","","0","10","yes","5"
"","GitHub, HabraHabr","3","20","no","10"
"","HabraHabr","2","19","no","3"
"","StackOverflow, HabraHabr","3","16","yes","30"
"","GitHub","0","60","no","12"
"","","3","16","no","40"
"","GitHub, StackOverflow, HabraHabr","2","10","no","13"
"","GitHub, StackOverflow","2","25","no","20"
"","StackOverflow, HabraHabr","2","1","no","160"
"","GitHub, StackOverflow, HabraHabr","0","15","no","10"
"","GitHub, StackOverflow, HabraHabr","2","16","no","30"
"","HabraHabr","3","7","no","10"
"","GitHub, StackOverflow, HabraHabr","1","14","no","0"
"","","0","13","yes","36"
"","StackOverflow, HabraHabr","1","18","no","100"
"","","0.25","17","no","40"
"","GitHub, StackOverflow, HabraHabr","1","","no","20"
"","","0","25","no","10"
"","HabraHabr","1","21","no","20"
"","HabraHabr","2","60","no","1"
"","","2","9","yes",""
"","StackOverflow, HabraHabr","1.5","16","no","64"
"","","0","15","no","40"
"","StackOverflow, HabraHabr","4","15","no","40"
"","","0","15","yes","60"
"","StackOverflow, HabraHabr","2","7","no","10"
"","","1","17","no","20"
"","GitHub, StackOverflow, HabraHabr","2.5","20","no","16"
"","StackOverflow, HabraHabr","3","10","yes","20"
"","GitHub, StackOverflow, HabraHabr","2","10","no","80"
"","GitHub, StackOverflow, HabraHabr","3","14","no","70"
"","GitHub, HabraHabr","1","24","no","120"
"","","2","12","yes","5"
"","HabraHabr","2","17","no","0"
"","","0","1","","5"
"","HabraHabr","0.25","22","no","2"
"","StackOverflow, HabraHabr","5","17","no","10"
"","HabraHabr","0.75","13","no","92"
"","StackOverflow","0","25","no","20"
"","HabraHabr","1","21","no","60"
"","StackOverflow, HabraHabr","2","16","no","20"
"","GitHub, StackOverflow, HabraHabr","1.5","14","yes","10"
"","GitHub, HabraHabr","2","16","no","150"
"","StackOverflow, HabraHabr","5","14","no","12"
"","GitHub, HabraHabr","0","15","no","80"
"","GitHub, StackOverflow","0","9","yes","90"
"","GitHub, StackOverflow, HabraHabr","3","12","no","20"
"","GitHub, StackOverflow, HabraHabr","0","21","no","100"
"","","5","15","yes","40"
"","","3","15","yes","10"
"","StackOverflow, HabraHabr","1.75","12","yes","20"
"","GitHub, StackOverflow, HabraHabr","0.25","","no","60"
"","","0","16","no","14"
"","GitHub, StackOverflow","3","16","no","40"
"","","0","","",""
"","","1","16","no","10"
"","HabraHabr","0","12","no","5"
"","HabraHabr","2","19","no","80"
"","StackOverflow, HabraHabr","4","","no","40"
"","HabraHabr","0.25","24","no","60"
"","","0","","yes","20"
"","","0","11","yes","5"
"","HabraHabr","3","12","no","20"
"","GitHub, StackOverflow, HabraHabr","0.75","18","no","8"
"","HabraHabr","3","13","no","30"
"","StackOverflow, HabraHabr","3","14","no","40"
"","HabraHabr","2","12","no","10"
"","GitHub, StackOverflow, HabraHabr","4","14","yes","10"
"","StackOverflow, HabraHabr","0.25","12","no","20"
"","HabraHabr","0","0","no","2"
"","StackOverflow, HabraHabr","1","15","no","2"
"","GitHub, StackOverflow","0","24","no","30"
"","StackOverflow, HabraHabr","0","16","no","30"
"","","6","18","no",""
"","GitHub, StackOverflow, HabraHabr","0","19","no","3"
"","GitHub, StackOverflow, HabraHabr","1","21","no","2"
"","StackOverflow","2","12","yes","30"
"","HabraHabr","3","15","no","16"
"","GitHub, StackOverflow, HabraHabr","0","19","no","24"
"","","2","-5","no","15"
"","","0","14","no",""
"","HabraHabr","4","12","no","50"
"","StackOverflow, HabraHabr","0.5","17","no","30"
"","GitHub, StackOverflow","2","9","yes","20"
"","","1.5","60","no","168"
"","HabraHabr","0","14","no","20"
"","StackOverflow, HabraHabr","0","14","yes","60"
"","StackOverflow, HabraHabr","1","30","yes","50"
"","","0","14","no","6"
"","StackOverflow","1","15","no","1"
"","GitHub, StackOverflow, HabraHabr","0","14","no","35"
"","HabraHabr","1","12","no","10"
"","","0","","",""
"","GitHub, HabraHabr","1","17","no","24"
"","StackOverflow","2","18","no","40"
"","HabraHabr","0","26","no","24"
"","GitHub, HabraHabr","3","16","no","60"
"","StackOverflow","0","16","no","20"
"","HabraHabr","0","18","yes","10"
"","StackOverflow","0","14","yes","16"
"","StackOverflow, HabraHabr","0","24","no","20"
"","GitHub, StackOverflow, HabraHabr","3","15","no","20"
"","HabraHabr","0","60","no","0"
"","GitHub, StackOverflow, HabraHabr","3","17","no","20"
"","HabraHabr","1","15","yes","10"
"","StackOverflow, HabraHabr","2","14","no","100"
"","StackOverflow, HabraHabr","1","8","yes","1"
"","StackOverflow, HabraHabr","2","20","no","30"
"","GitHub, StackOverflow","3","13","no","100"
"","HabraHabr","0","16","yes","42"
"","StackOverflow, HabraHabr","4","10","no","30"
"","","0","12","no","12"
"","GitHub, StackOverflow","1","18","no","75"
"","HabraHabr","0.25","14","yes","16"
"","GitHub, StackOverflow, HabraHabr","1","16","no","40"
"","","0","16","no","60"
"","StackOverflow, HabraHabr","0.5","12","no","100"
"","GitHub, StackOverflow","2","15","yes","8"
"","","3","17","no","30"
"","GitHub","0","","",""
